Heading,Summary,Link,PostedBy,PostedOnDate
"Hiring trends in IT sector rising, set to continue in 2015 too: India Skills Report",The year 2014 has recorded an upscale hiring across the industries in India.,http://www.financialexpress.com/jobs/hiring-trends-in-it-sector-rising-set-to-continue-in-2015-too-india-skills-report/17268/,NA,"December 9, 2014 4:08 PM"
Why e-learning has a promising future in India,"E-learning raises the level of education, literacy and economic development in countries where technical education is expensive, opportunities are limited and economic disparities exist…",http://www.financialexpress.com/jobs/why-e-learning-has-a-promising-future-in-india/19204/,NA,"December 15, 2014 12:40 AM"
"Age before duty: No proposal to raise retirement age of babus, says govt",There is no proposal to hike the retirement age of central government employees from the present 60 to 62 years…,http://www.financialexpress.com/jobs/age-before-duty-no-proposal-to-raise-retirement-age-of-babus-says-govt/18068/,PTI ," December 11, 2014 5:12 PM"
"952 chartered accountants get job offers, average annual pay at Rs 7.28 lakh","In an indication of high demand for accountancy professionals, companies have recruited 952 chartered accountants…",http://www.financialexpress.com/jobs/952-chartered-accountants-get-job-offers-average-annual-pay-at-rs-7-28-lakh/16980/,PTI ," December 8, 2014 7:57 PM"
"For better research, Indian institutions must be open to more collaborations: Arvind Gupta, University of British Columbia","The University of British Columbia (UBC) plans to connect to more students and faculty from across the world, including India, with a dedicated focus on research collaborations. ",http://www.financialexpress.com/jobs/for-better-research-indian-institutions-must-be-open-to-more-collaborations-arvind-gupta-university-of-british-columbia/19205/,Vikram Chaudhary ," December 15, 2014 12:43 AM"
Smriti Irani row: SC scraps Sanskrit exam for Kendriya Vidyalaya students,Kendriya Vidyalaya Sangathan (KVS) students will not have to appear for Sanskrit examination…,http://www.financialexpress.com/jobs/smriti-irani-row-sc-scraps-sanskrit-exam-for-kendriya-vidyalaya-students/15980/,PTI ," December 5, 2014 12:36 PM"
Sticky notes: Business Adventures,"John Brooks’ bestseller, Business Adventures, is a reminder of the fact that the rules of the game never change",http://www.financialexpress.com/jobs/sticky-notes-business-adventures/16523/,Kunal Doley ," December 7, 2014 12:13 AM"
2015 to see turnaround in salary; 10.5% hike for Indians: Report,"A turnaround is expected globally during 2015 in terms of salary, with companies in India likely to dole out an average pay hike…",http://www.financialexpress.com/jobs/2015-to-see-turnaround-in-salary-10-5-hike-for-indians-report/18415/,PTI ," December 12, 2014 2:55 PM"
IT sector to see an upsurge of 18% hiring in 2015,The year 2014 has recorded a jump in hiring across industries in India.,http://www.financialexpress.com/jobs/it-sector-to-see-an-upsurge-of-18-hiring-in-2015/16144/,FE Online ," December 5, 2014 6:30 PM"
Indian Institute of Science emerges as No 1 Indian university,The Indian Institute of Science (IISc) has emerged as India’s new No 1 in the latest rankings for universities.,http://www.financialexpress.com/jobs/indian-institute-of-science-emerges-as-no-1-indian-university/16307/,PTI ," December 6, 2014 11:47 AM"
Moving images: The Spirit of Indian Painting,"Enthusiasts can now see pre-modern Indian paintings in a new light, thanks to a lavishly illustrated book by art historian BN Goswamy",http://www.financialexpress.com/jobs/moving-images-the-spirit-of-indian-painting/16511/,Kunal Doley ," December 7, 2014 12:14 AM"
India most optimistic on hiring plans for Jan-Mar 2015: Manpower,Opportunities for job seekers are expected to grow even better in the new year with employers in India…,http://www.financialexpress.com/jobs/india-most-optimistic-on-hiring-plans-for-jan-mar-2015-manpower/17221/,PTI ," December 9, 2014 1:43 PM"
Facebook can help tackle campus emergency,Social networking sites such as Facebook or Twitter may help safeguard students during emergency situations on campuses…,http://www.financialexpress.com/jobs/facebook-can-help-tackle-campus-emergency/16629/,PTI ," December 7, 2014 7:13 PM"
Shortage of IPS officers a national issue: Kiren Rijiju,The Home Ministry today expressed concern over shortage of IPS officers in the country dubbing it as a “national issue”.,http://www.financialexpress.com/jobs/shortage-of-ips-officers-a-national-issue-kiren-rijiju/17669/,PTI ," December 10, 2014 4:04 PM"
Average salary hikes likely to be at 11% in 2015: Mercer,"Indian companies are likely to keep average salary hikes muted at 11 per cent in 2015, with medical life sciences sector expected to dole out the highest pay raise.",http://www.financialexpress.com/jobs/average-salary-hikes-likely-to-be-at-11-in-2015-mercer-2/18112/,PTI ," December 11, 2014 6:48 PM"
On the shelf,"On his way home from school, the narrator of the book finds himself wondering…",http://www.financialexpress.com/jobs/on-the-shelf-4/14115/,NA,"November 30, 2014 12:44 AM"
Raja Mahendra Pratap row: AMU VC comes under flak from students’ union,AMU’s decision to hold a seminar on Raja Mahendra Pratap has come under criticism from the student’s union…,http://www.financialexpress.com/jobs/raja-mahendra-pratap-row-amu-vc-comes-under-flak-from-students-union/14261/,PTI ," December 1, 2014 12:39 AM"
Smriti Irani gets rapped on knuckles by Supreme Court over KVA-German language row,In the ongoing German language row in Kendriya Vidyalayas with HRD Minister Smriti Irani…,http://www.financialexpress.com/jobs/smriti-irani-gets-rapped-on-knuckles-by-supreme-court-over-kva-german-language-row/13731/,PTI ," November 28, 2014 8:28 PM"
Employee engagement is key to enhance productivity,An employee who functions to her full potential is a valuable asset for any company.,http://www.financialexpress.com/jobs/employee-engagement-is-key-to-enhance-productivity/14265/,NA,"December 1, 2014 1:08 AM"
Reap demographic dividend with education and skills: President Pranab Mukherjee,President said India must reap its demographic dividend by improving the quality of teaching.,http://www.financialexpress.com/jobs/reap-demographic-dividend-with-education-and-skills-president-pranab-mukherjee/13953/,PTI ," November 29, 2014 2:40 PM"
The rise of functional managers,"In recent years, the market globalization is fuelling greater competition among coorporates.",http://www.financialexpress.com/jobs/the-rise-of-functional-managers/12886/,NA,"November 26, 2014 3:15 PM"
Top 10: Fiction and Non-fiction,Top 10: Fiction and Non-fiction,http://www.financialexpress.com/jobs/top-10-fiction-and-non-fiction-2/14118/,NA,"November 30, 2014 1:35 AM"
Future Classrooms under the Impact of Cloud Computing,Cloud is emerging as the medium to make quality education accessible to all. ,http://www.financialexpress.com/jobs/future-classrooms-under-the-impact-of-cloud-computing-2/12496/,NA,"November 25, 2014 3:35 PM"
Delhi girl from IIT-Bombay’s Rs 1-cr Facebook catch savours her chance,"Deepali, 21, from IIT-Bombay gets her dream job in US and wants to get on with it",http://www.financialexpress.com/jobs/delhis-rs-1-cr-facebook-catch-savours-her-chance/15911/,Sumegha Gulati ," December 5, 2014 11:04 AM"
Review ‘no-detention’ policy: Education panel to govt,"An education panel constituted by CABE, the highest decision-making body on education in the country…",http://www.financialexpress.com/jobs/review-no-detention-policy-education-panel-to-govt/14201/,PTI ," November 30, 2014 2:08 PM"
"For the longest time, the Indian education system has failed to mature: Sridhar G",Ace Creative Learning aims to bring education back to school by shifting the focus of education from coaching centres to schools. ,http://www.financialexpress.com/jobs/for-the-longest-time-the-indian-education-system-has-failed-to-mature-sridhar-g/14262/,Vikram Chaudhary ," December 1, 2014 1:04 AM"
Soar point: The Virgin Way,Branson’s The Virgin Way is less about leadership and more about his undying passion for entrepreneurship,http://www.financialexpress.com/jobs/soar-point-the-virgin-way/14116/,Anirudh Vohra ," November 30, 2014 12:48 AM"
"IIT, Madras campus placements: Ola Cabs runaway winner with 29 offers","Campus placement season has picked up pace at Indian Institute of Technology, Madras, with Ola Cabs making major moves… ",http://www.financialexpress.com/jobs/iit-madras-campus-placements-ola-cabs-runaway-winner-with-29-offers/15593/,FE Online ," December 4, 2014 1:11 PM"
Age before duty: Babus to retire at 58 instead of 60,In a move that would help curb the relentless increase in the Centre’s non-Plan spending and ease the way for infusion of more young blood…,http://www.financialexpress.com/jobs/age-before-duty-babus-to-retire-at-58-instead-of-60/13086/,Arun S ," December 2, 2014 10:35 AM"
Three IIT Kanpur students offered Rs 93 lakh package,Three students of IIT Kanpur were today offered a whooping package of around Rs 93 lakh per annum.,http://www.financialexpress.com/jobs/three-iit-kanpur-students-offered-rs-93-lakh-package/15438/,PTI ," December 3, 2014 10:32 PM"
"Software industry has overtaken PSUs, is now largest creator of jobs: NR Narayana Murthy","Software industry in India employs about 3.2 mn professionals and adds about 2,00,000 jobs every year: N R Narayana Murthy",http://www.financialexpress.com/jobs/software-industry-is-largest-creator-of-jobs-narayana-murthy/13163/,PTI ," April 3, 2015 3:46 PM"
"Goldman Sachs top employer on Day 1 of campus placement at IIT, Madras","Investment banking giant Goldman Sachs was the top employer recruiting 13 candidates on the first day of placement season that began at the Indian Institute of Technology, Madras…",http://www.financialexpress.com/jobs/goldman-sachs-top-employers-on-day-1-of-placement-iit-madras/14753/,PTI ," December 2, 2014 1:41 PM"
Gave up my job as an actor when I became MP: Smriti Irani,Smriti Irani was one of the finalists of Miss India beauty pageant in 1998 and subsequently appeared in several TV shows before joining BJP in 2003. ,http://www.financialexpress.com/jobs/gave-up-my-job-as-an-actor-when-i-became-mp-smriti-irani/12047/,PTI ," November 24, 2014 1:01 PM"
IIT-Kanpur students turn down Rs 1-cr pa offers,Four IIT Kanpur students chose to turn down jobs which would have paid them more than Rs 1 crore yearly. ,http://www.financialexpress.com/jobs/iit-kanpur-students-turn-down-rs-1-cr-pa-offers/15815/,PTI ," December 4, 2014 10:24 PM"
Stake holders to be consulted on new education policy: Smriti Irani,"Set to draft the new education policy, the government will launch an exercise from early next year to collect…",http://www.financialexpress.com/jobs/govt-to-consult-stake-holders-on-new-education-policy-smriti-irani/14139/,PTI ," November 30, 2014 9:25 AM"
"IIT Kanpur starts placement drive, over 250 companies expected","MNC’s like Google, Oracle, Mitsubishi, Amazon, City Bank, Microsoft, Samsung, Facebook, others will visit the campus till the last day.",http://www.financialexpress.com/jobs/iit-kanpur-starts-placement-drive-over-250-companies-expected/14630/,PTI ," December 1, 2014 11:54 PM"
Live virtual classrooms: Time to grab the $20-billion global IT training pie,"Given the live virtual classroom set-up is cost-effective for students & employees abroad, the abundant opportunities for Indian players who can impart trainings via the LVC channel are waiting to be seized",http://www.financialexpress.com/jobs/live-virtual-classrooms-time-to-grab-the-20-billion-global-it-training-pie/14266/,NA,"December 1, 2014 1:19 AM"
